Recency,Frequency,Monetarry,Cluster,HC_Cluster,DBSCAN_Cluster_025,DBSCAN_Cluster_03,DBSCAN_Cluster_035,DBSCAN_Cluster_040,GMM_Cluster,Customer_Segment,KMeans_cluster
2,8,2770.94,1,2,0,0,0,0,1,Regular Customers,1
23,12,6403.25,1,2,0,0,0,0,0,Regular Customers,1
120,3,389.6,1,2,0,0,0,0,3,Regular Customers,1
358,1,540.45,3,1,0,0,0,0,3,Low-Value Customers,3
54,5,1786.79,1,2,0,0,0,0,1,Regular Customers,1
64,1,122.7,1,2,0,0,0,0,3,Regular Customers,1
86,1,117.24,1,2,0,0,0,0,3,Regular Customers,1
55,1,1271.57,1,2,0,0,0,0,1,Regular Customers,1
21,13,3219.77,1,2,0,0,0,0,0,Regular Customers,1
4,20,17159.52,0,2,-1,-1,0,0,2,High-Value Customers,0
3,5,1191.13,1,2,0,0,0,0,1,Regular Customers,1
11,5,2674.48,1,2,0,0,0,0,1,Regular Customers,1
7,5,787.6,1,2,0,0,0,0,1,Regular Customers,1
189,2,506.8,3,1,0,0,0,0,3,Low-Value Customers,3
71,1,243.56,1,2,0,0,0,0,3,Regular Customers,1
204,1,349.55,3,1,0,0,0,0,3,Low-Value Customers,3
120,2,595.67,1,2,0,0,0,0,3,Regular Customers,1
93,1,416.9,1,2,0,0,0,0,3,Regular Customers,1
1,10,1883.81,1,2,0,0,0,0,1,Regular Customers,1
27,4,632.97,1,2,0,0,0,0,1,Regular Customers,1
298,1,821.1,3,1,0,0,0,0,3,Low-Value Customers,3
24,3,564.62,1,2,0,0,0,0,1,Regular Customers,1
28,4,2593.07,1,2,0,0,0,0,1,Regular Customers,1
50,1,311.16,1,2,0,0,0,0,3,Regular Customers,1
326,1,155.93,3,1,0,0,0,0,3,Low-Value Customers,3
16,2,388.52,1,2,0,0,0,0,3,Regular Customers,1
183,3,740.95,3,1,0,0,0,0,3,Low-Value Customers,3
72,5,2867.2,1,2,0,0,0,0,1,Regular Customers,1
37,2,332.64,1,2,0,0,0,0,3,Regular Customers,1
80,4,2369.55,1,2,0,0,0,0,1,Regular Customers,1
57,9,2580.91,1,2,0,0,0,0,1,Regular Customers,1
12,2,626.45,1,2,0,0,0,0,3,Regular Customers,1
50,2,272.04,1,2,0,0,0,0,3,Regular Customers,1
50,2,1212.84,1,2,0,0,0,0,1,Regular Customers,1
59,2,384.81,1,2,0,0,0,0,3,Regular Customers,1
352,1,172.25,3,1,0,0,0,0,3,Low-Value Customers,3
54,1,351.13,1,2,0,0,0,0,3,Regular Customers,1
2,6,1838.85,1,2,0,0,0,0,1,Regular Customers,1
93,3,678.25,1,2,0,0,0,0,3,Regular Customers,1
23,1,223.85,1,2,0,0,0,0,3,Regular Customers,1
75,1,348.99,1,2,0,0,0,0,3,Regular Customers,1
11,4,464.57,1,2,0,0,0,0,1,Regular Customers,1
169,2,842.65,3,1,0,0,0,0,3,Low-Value Customers,3
58,2,337.34,1,2,0,0,0,0,3,Regular Customers,1
96,2,1237.53,1,2,0,0,0,0,1,Regular Customers,1
295,1,307.4,3,1,0,0,0,0,3,Low-Value Customers,3
109,2,608.7900000000001,1,2,0,0,0,0,3,Regular Customers,1
264,1,922.1,3,1,0,0,0,0,3,Low-Value Customers,3
180,1,376.58,3,1,0,0,0,0,3,Low-Value Customers,3
169,1,158.85,3,1,0,0,0,0,3,Low-Value Customers,3
35,1,71.66,1,2,0,0,0,0,3,Regular Customers,1
23,3,568.55,1,2,0,0,0,0,1,Regular Customers,1
17,4,839.14,1,2,0,0,0,0,1,Regular Customers,1
22,5,5112.96,1,2,0,0,0,0,0,Regular Customers,1
79,3,561.5699999999999,1,2,0,0,0,0,1,Regular Customers,1
65,1,90.6,1,2,0,0,0,0,3,Regular Customers,1
361,1,102.0,3,1,0,0,0,0,3,Low-Value Customers,3
3,6,2427.32,1,2,0,0,0,0,1,Regular Customers,1
11,4,745.06,1,2,0,0,0,0,1,Regular Customers,1
176,3,674.45,3,1,0,0,0,0,3,Low-Value Customers,3
218,2,3251.071,3,1,0,0,0,0,0,Low-Value Customers,3
7,7,3515.68,1,2,0,0,0,0,1,Regular Customers,1
2,2,439.92,1,2,0,0,0,0,3,Regular Customers,1
154,2,322.96,3,1,0,0,0,0,3,Low-Value Customers,3
5,5,1019.27,1,2,0,0,0,0,1,Regular Customers,1
79,3,594.04,1,2,0,0,0,0,1,Regular Customers,1
21,2,230.22,1,2,0,0,0,0,3,Regular Customers,1
22,2,169.55,1,2,0,0,0,0,3,Regular Customers,1
308,4,664.54,3,1,0,0,0,0,0,Low-Value Customers,3
146,1,80.7,3,1,0,0,0,0,3,Low-Value Customers,3
7,18,9024.17,0,2,0,0,0,0,0,High-Value Customers,0
19,8,2758.26,1,2,0,0,0,0,1,Regular Customers,1
71,2,190.25,1,2,0,0,0,0,3,Regular Customers,1
287,1,264.7,3,1,0,0,0,0,3,Low-Value Customers,3
49,1,413.59,1,2,0,0,0,0,3,Regular Customers,1
31,6,2461.24,1,2,0,0,0,0,1,Regular Customers,1
207,1,357.98,3,1,0,0,0,0,3,Low-Value Customers,3
15,2,196.79,1,2,0,0,0,0,3,Regular Customers,1
73,1,869.87,1,2,0,0,0,0,1,Regular Customers,1
60,1,200.14,1,2,0,0,0,0,3,Regular Customers,1
39,4,1871.81,1,2,0,0,0,0,1,Regular Customers,1
30,12,2603.43,1,2,0,0,0,0,0,Regular Customers,1
27,5,920.51,1,2,0,0,0,0,1,Regular Customers,1
4,15,7060.13,0,2,0,0,0,0,0,High-Value Customers,0
17,1,320.46,1,2,0,0,0,0,3,Regular Customers,1
20,6,4147.96,1,2,0,0,0,0,1,Regular Customers,1
66,2,1266.08,1,2,0,0,0,0,1,Regular Customers,1
213,1,311.3,3,1,0,0,0,0,3,Low-Value Customers,3
12,6,852.88,1,2,0,0,0,0,1,Regular Customers,1
30,1,76.8,1,2,0,0,0,0,3,Regular Customers,1
43,9,3466.36,1,2,0,0,0,0,1,Regular Customers,1
4,6,2274.14,1,2,0,0,0,0,1,Regular Customers,1
15,5,1393.69,1,2,0,0,0,0,1,Regular Customers,1
10,12,3901.81,1,2,0,0,0,0,1,Regular Customers,1
211,1,635.66,3,1,0,0,0,0,3,Low-Value Customers,3
46,3,2043.08,1,2,0,0,0,0,1,Regular Customers,1
134,2,529.73,1,1,0,0,0,0,3,Regular Customers,1
43,7,4582.64,1,2,0,0,0,0,0,Regular Customers,1
10,5,2874.72,1,2,0,0,0,0,1,Regular Customers,1
116,3,962.19,1,2,0,0,0,0,3,Regular Customers,1
198,2,695.61,3,1,0,0,0,0,3,Low-Value Customers,3
278,1,328.8,3,1,0,0,0,0,3,Low-Value Customers,3
110,3,473.02,1,2,0,0,0,0,3,Regular Customers,1
77,1,505.18,1,2,0,0,0,0,3,Regular Customers,1
53,1,917.34,1,2,0,0,0,0,1,Regular Customers,1
162,4,4341.21,3,1,0,0,0,0,0,Low-Value Customers,3
47,3,1421.61,1,2,0,0,0,0,1,Regular Customers,1
17,2,642.8,1,2,0,0,0,0,3,Regular Customers,1
155,3,631.9,3,1,0,0,0,0,3,Low-Value Customers,3
225,1,440.0,3,1,0,0,0,0,3,Low-Value Customers,3
7,2,584.07,1,2,0,0,0,0,3,Regular Customers,1
122,2,327.7,1,2,0,0,0,0,3,Regular Customers,1
61,1,104.82,1,2,0,0,0,0,3,Regular Customers,1
63,2,467.66,1,2,0,0,0,0,3,Regular Customers,1
18,8,2358.84,1,2,0,0,0,0,1,Regular Customers,1
7,19,17286.86,0,2,-1,-1,-1,0,0,High-Value Customers,0
2,11,2975.59,1,2,0,0,0,0,1,Regular Customers,1
22,3,648.89,1,2,0,0,0,0,1,Regular Customers,1
29,5,1428.02,1,2,0,0,0,0,1,Regular Customers,1
285,1,626.65,3,1,0,0,0,0,3,Low-Value Customers,3
176,2,147.20000000000002,3,1,0,0,0,0,3,Low-Value Customers,3
78,3,1560.38,1,2,0,0,0,0,1,Regular Customers,1
33,1,152.2,1,2,0,0,0,0,3,Regular Customers,1
41,12,3560.32,1,2,0,0,0,0,0,Regular Customers,1
266,1,141.41,3,1,0,0,0,0,3,Low-Value Customers,3
27,4,646.42,1,2,0,0,0,0,1,Regular Customers,1
109,4,1659.75,1,2,0,0,0,0,1,Regular Customers,1
284,1,154.99,3,1,0,0,0,0,3,Low-Value Customers,3
9,5,1308.61,1,2,0,0,0,0,1,Regular Customers,1
305,1,409.93,3,1,0,0,0,0,3,Low-Value Customers,3
17,4,5578.72,1,2,0,0,0,0,0,Regular Customers,1
32,2,746.36,1,2,0,0,0,0,3,Regular Customers,1
1,23,15610.39,0,2,-1,-1,-1,0,2,High-Value Customers,0
20,1,225.36,1,2,0,0,0,0,3,Regular Customers,1
124,2,260.25,1,2,0,0,0,0,3,Regular Customers,1
65,1,92.46,1,2,0,0,0,0,3,Regular Customers,1
106,1,725.6400000000001,1,2,0,0,0,0,3,Regular Customers,1
1,23,8152.71,0,2,0,0,0,0,0,High-Value Customers,0
24,17,6211.66,0,2,0,0,0,0,0,High-Value Customers,0
267,1,183.6,3,1,0,0,0,0,3,Low-Value Customers,3
5,19,6140.42,0,2,0,0,0,0,0,High-Value Customers,0
10,12,10464.85,0,2,0,0,0,0,0,High-Value Customers,0
29,5,1334.34,1,2,0,0,0,0,1,Regular Customers,1
267,1,152.55,3,1,0,0,0,0,3,Low-Value Customers,3
64,2,374.7,1,2,0,0,0,0,3,Regular Customers,1
320,1,265.85,3,1,0,0,0,0,3,Low-Value Customers,3
4,8,1437.57,1,2,0,0,0,0,1,Regular Customers,1
32,1,151.04,1,2,0,0,0,0,3,Regular Customers,1
5,3,942.26,1,2,0,0,0,0,1,Regular Customers,1
129,1,118.67,1,2,0,0,0,0,3,Regular Customers,1
41,5,499.42,1,2,0,0,0,0,1,Regular Customers,1
102,6,1049.37,1,2,0,0,0,0,1,Regular Customers,1
125,1,375.1,1,2,0,0,0,0,3,Regular Customers,1
33,1,45.6,1,2,0,0,0,0,3,Regular Customers,1
302,2,921.62,3,1,0,0,0,0,3,Low-Value Customers,3
365,1,182.25,3,1,0,0,0,0,3,Low-Value Customers,3
4,9,1002.9,1,2,0,0,0,0,1,Regular Customers,1
2,18,4421.29,0,2,0,0,0,0,0,High-Value Customers,0
3,1,191.47,1,2,0,0,0,0,3,Regular Customers,1
10,13,50491.81,0,0,-1,-1,-1,-1,2,High-Value Customers,0
57,1,158.75,1,2,0,0,0,0,3,Regular Customers,1
325,1,76.32000000000001,3,1,0,0,0,0,3,Low-Value Customers,3
8,14,4076.91,0,2,0,0,0,0,0,High-Value Customers,0
12,1,433.86,1,2,0,0,0,0,3,Regular Customers,1
4,17,65164.79,0,0,-1,-1,-1,-1,2,High-Value Customers,0
37,1,147.35,1,2,0,0,0,0,3,Regular Customers,1
16,11,3104.17,1,2,0,0,0,0,1,Regular Customers,1
138,1,191.95,1,2,0,0,0,0,3,Regular Customers,1
74,6,5976.79,1,2,0,0,0,0,0,Regular Customers,1
5,5,1105.88,1,2,0,0,0,0,1,Regular Customers,1
155,2,216.21,3,1,0,0,0,0,3,Low-Value Customers,3
239,1,1266.23,3,1,0,0,0,0,0,Low-Value Customers,3
52,7,2703.23,1,2,0,0,0,0,1,Regular Customers,1
31,2,597.91,1,2,0,0,0,0,3,Regular Customers,1
73,1,144.2,1,2,0,0,0,0,3,Regular Customers,1
4,12,5683.15,1,2,0,0,0,0,0,Regular Customers,1
14,4,692.85,1,2,0,0,0,0,1,Regular Customers,1
23,7,2915.15,1,2,0,0,0,0,1,Regular Customers,1
4,4,1840.42,1,2,0,0,0,0,1,Regular Customers,1
274,2,386.53,3,1,0,0,0,0,3,Low-Value Customers,3
20,5,1382.74,1,2,0,0,0,0,1,Regular Customers,1
144,1,90.0,3,1,0,0,0,0,3,Low-Value Customers,3
4,4,2780.15,1,2,0,0,0,0,1,Regular Customers,1
84,1,419.58,1,2,0,0,0,0,3,Regular Customers,1
11,3,2720.63,1,2,0,0,0,0,1,Regular Customers,1
8,3,706.1300000000001,1,2,0,0,0,0,1,Regular Customers,1
123,3,709.71,1,2,0,0,0,0,3,Regular Customers,1
61,2,637.5,1,2,0,0,0,0,3,Regular Customers,1
2,4,1123.86,1,2,0,0,0,0,1,Regular Customers,1
319,1,480.91,3,1,0,0,0,0,3,Low-Value Customers,3
2,11,3586.03,1,2,0,0,0,0,1,Regular Customers,1
130,3,605.64,1,1,0,0,0,0,3,Regular Customers,1
2,15,4690.31,0,2,0,0,0,0,0,High-Value Customers,0
2,2,965.88,1,2,0,0,0,0,1,Regular Customers,1
46,1,415.82,1,2,0,0,0,0,3,Regular Customers,1
4,2,935.05,1,2,0,0,0,0,1,Regular Customers,1
3,4,915.13,1,2,0,0,0,0,1,Regular Customers,1
373,1,311.81,3,1,0,0,0,0,3,Low-Value Customers,3
134,1,115.8,1,2,0,0,0,0,3,Regular Customers,1
47,4,3742.2,1,2,0,0,0,0,1,Regular Customers,1
9,5,4191.0,1,2,0,0,0,0,0,Regular Customers,1
78,2,483.4,1,2,0,0,0,0,3,Regular Customers,1
234,1,157.2,3,1,0,0,0,0,3,Low-Value Customers,3
221,1,446.62,3,1,0,0,0,0,3,Low-Value Customers,3
36,2,658.64,1,2,0,0,0,0,3,Regular Customers,1
75,2,621.29,1,2,0,0,0,0,3,Regular Customers,1
239,2,1345.62,3,1,0,0,0,0,0,Low-Value Customers,3
266,1,118.75,3,1,0,0,0,0,3,Low-Value Customers,3
10,54,117210.08,2,0,-1,-1,-1,-1,2,VIP Customers,2
20,2,424.89,1,2,0,0,0,0,3,Regular Customers,1
40,1,507.66,1,2,0,0,0,0,3,Regular Customers,1
20,11,4630.35,1,2,0,0,0,0,0,Regular Customers,1
216,3,1097.62,3,1,0,0,0,0,3,Low-Value Customers,3
174,2,289.36,3,1,0,0,0,0,3,Low-Value Customers,3
87,4,2445.91,1,2,0,0,0,0,1,Regular Customers,1
71,2,1631.77,1,2,0,0,0,0,1,Regular Customers,1
276,1,120.44,3,1,0,0,0,0,3,Low-Value Customers,3
39,4,562.59,1,2,0,0,0,0,1,Regular Customers,1
98,1,363.79,1,2,0,0,0,0,3,Regular Customers,1
11,4,450.84,1,2,0,0,0,0,1,Regular Customers,1
33,1,134.46,1,2,0,0,0,0,3,Regular Customers,1
60,3,3222.3,1,2,0,0,0,0,1,Regular Customers,1
297,4,576.9000000000001,3,1,0,0,0,0,0,Low-Value Customers,3
86,4,549.46,1,2,0,0,0,0,1,Regular Customers,1
9,7,1600.26,1,2,0,0,0,0,1,Regular Customers,1
41,2,701.57,1,2,0,0,0,0,3,Regular Customers,1
11,25,4748.52,0,2,1,0,0,0,2,High-Value Customers,0
67,1,452.89,1,2,0,0,0,0,3,Regular Customers,1
331,1,197.65,3,1,0,0,0,0,3,Low-Value Customers,3
31,6,2054.36,1,2,0,0,0,0,1,Regular Customers,1
2,15,4654.08,0,2,0,0,0,0,0,High-Value Customers,0
2,13,4684.76,1,2,0,0,0,0,0,Regular Customers,1
68,2,853.39,1,2,0,0,0,0,3,Regular Customers,1
5,20,11349.52,0,2,-1,0,0,0,0,High-Value Customers,0
202,2,1012.0,3,1,0,0,0,0,3,Low-Value Customers,3
107,1,335.52,1,2,0,0,0,0,3,Regular Customers,1
18,4,701.4,1,2,0,0,0,0,1,Regular Customers,1
218,1,185.4,3,1,0,0,0,0,3,Low-Value Customers,3
60,7,747.44,1,2,0,0,0,0,1,Regular Customers,1
2,1,150.61,1,2,0,0,0,0,3,Regular Customers,1
17,2,466.7,1,2,0,0,0,0,3,Regular Customers,1
239,1,328.16,3,1,0,0,0,0,3,Low-Value Customers,3
95,1,151.74,1,2,0,0,0,0,3,Regular Customers,1
11,6,2073.43,1,2,0,0,0,0,1,Regular Customers,1
106,6,1905.84,1,2,0,0,0,0,1,Regular Customers,1
53,9,2241.1,1,2,0,0,0,0,1,Regular Customers,1
90,1,1070.48,1,2,0,0,0,0,1,Regular Customers,1
31,5,1004.38,1,2,0,0,0,0,1,Regular Customers,1
12,6,1789.72,1,2,0,0,0,0,1,Regular Customers,1
3,4,1839.3,1,2,0,0,0,0,1,Regular Customers,1
2,17,2004.98,0,2,0,0,0,0,0,High-Value Customers,0
43,1,169.48000000000002,1,2,0,0,0,0,3,Regular Customers,1
4,1,89.94,1,2,0,0,0,0,3,Regular Customers,1
247,2,632.4,3,1,0,0,0,0,3,Low-Value Customers,3
42,9,3432.8,1,2,0,0,0,0,1,Regular Customers,1
177,1,683.17,3,1,0,0,0,0,3,Low-Value Customers,3
92,3,991.13,1,2,0,0,0,0,1,Regular Customers,1
110,4,1009.73,1,2,0,0,0,0,1,Regular Customers,1
29,5,2214.79,1,2,0,0,0,0,1,Regular Customers,1
26,8,3350.96,1,2,0,0,0,0,1,Regular Customers,1
52,4,1547.2,1,2,0,0,0,0,1,Regular Customers,1
184,3,925.71,3,1,0,0,0,0,3,Low-Value Customers,3
43,5,2048.07,1,2,0,0,0,0,1,Regular Customers,1
49,4,1462.72,1,2,0,0,0,0,1,Regular Customers,1
22,4,754.12,1,2,0,0,0,0,1,Regular Customers,1
75,5,3144.86,1,2,0,0,0,0,1,Regular Customers,1
81,2,490.86,1,2,0,0,0,0,3,Regular Customers,1
373,1,161.0,3,1,0,0,0,0,3,Low-Value Customers,3
326,1,146.85,3,1,0,0,0,0,3,Low-Value Customers,3
43,11,2380.85,1,2,0,0,0,0,1,Regular Customers,1
30,2,890.34,1,2,0,0,0,0,1,Regular Customers,1
184,1,213.7,3,1,0,0,0,0,3,Low-Value Customers,3
235,2,280.55,3,1,0,0,0,0,3,Low-Value Customers,3
9,10,2588.77,1,2,0,0,0,0,1,Regular Customers,1
220,2,1693.45,3,1,0,0,0,0,0,Low-Value Customers,3
111,3,1474.06,1,2,0,0,0,0,1,Regular Customers,1
278,1,136.76999999999998,3,1,0,0,0,0,3,Low-Value Customers,3
318,1,302.58,3,1,0,0,0,0,3,Low-Value Customers,3
7,3,1904.05,1,2,0,0,0,0,1,Regular Customers,1
2,5,2879.7000000000003,1,2,0,0,0,0,1,Regular Customers,1
260,2,969.06,3,1,0,0,0,0,3,Low-Value Customers,3
64,5,3099.7200000000003,1,2,0,0,0,0,1,Regular Customers,1
9,9,12669.98,1,2,-1,-1,0,0,0,Regular Customers,1
142,1,120.0,1,1,0,0,0,0,3,Regular Customers,1
51,2,1163.45,1,2,0,0,0,0,1,Regular Customers,1
8,8,2618.23,1,2,0,0,0,0,1,Regular Customers,1
155,2,333.97,3,1,0,0,0,0,3,Low-Value Customers,3
109,2,530.18,1,2,0,0,0,0,3,Regular Customers,1
163,3,1516.24,3,1,0,0,0,0,0,Low-Value Customers,3
332,1,492.65,3,1,0,0,0,0,3,Low-Value Customers,3
226,1,112.32,3,1,0,0,0,0,3,Low-Value Customers,3
74,2,437.96,1,2,0,0,0,0,3,Regular Customers,1
51,4,559.97,1,2,0,0,0,0,1,Regular Customers,1
99,3,1119.74,1,2,0,0,0,0,1,Regular Customers,1
15,3,4188.0,1,2,0,0,0,0,0,Regular Customers,1
197,1,134.04,3,1,0,0,0,0,3,Low-Value Customers,3
3,15,3701.44,0,2,0,0,0,0,0,High-Value Customers,0
31,2,595.25,1,2,0,0,0,0,3,Regular Customers,1
21,4,1910.01,1,2,0,0,0,0,1,Regular Customers,1
24,3,4628.75,1,2,0,0,0,0,0,Regular Customers,1
8,3,176.63,1,2,0,0,0,0,1,Regular Customers,1
213,1,426.6,3,1,0,0,0,0,3,Low-Value Customers,3
9,6,911.26,1,2,0,0,0,0,1,Regular Customers,1
11,5,2314.65,1,2,0,0,0,0,1,Regular Customers,1
2,10,3883.25,1,2,0,0,0,0,1,Regular Customers,1
8,9,4871.93,1,2,0,0,0,0,0,Regular Customers,1
3,4,1046.56,1,2,0,0,0,0,1,Regular Customers,1
40,1,166.20000000000002,1,2,0,0,0,0,3,Regular Customers,1
18,4,1305.33,1,2,0,0,0,0,1,Regular Customers,1
8,44,51527.3,0,0,-1,-1,-1,-1,2,High-Value Customers,0
8,9,3965.62,1,2,0,0,0,0,1,Regular Customers,1
19,1,43.2,1,2,0,0,0,0,3,Regular Customers,1
117,1,640.14,1,2,0,0,0,0,3,Regular Customers,1
223,1,383.45,3,1,0,0,0,0,3,Low-Value Customers,3
71,3,1858.96,1,2,0,0,0,0,1,Regular Customers,1
51,2,2093.32,1,2,0,0,0,0,1,Regular Customers,1
89,6,2995.72,1,2,0,0,0,0,1,Regular Customers,1
8,9,2352.53,1,2,0,0,0,0,1,Regular Customers,1
243,1,310.26,3,1,0,0,0,0,3,Low-Value Customers,3
47,6,1611.59,1,2,0,0,0,0,1,Regular Customers,1
107,1,120.0,1,2,0,0,0,0,3,Regular Customers,1
45,6,2481.13,1,2,0,0,0,0,1,Regular Customers,1
65,1,508.58,1,2,0,0,0,0,3,Regular Customers,1
207,2,477.79,3,1,0,0,0,0,3,Low-Value Customers,3
11,5,1530.75,1,2,0,0,0,0,1,Regular Customers,1
115,2,605.0600000000001,1,2,0,0,0,0,3,Regular Customers,1
242,1,183.85,3,1,0,0,0,0,3,Low-Value Customers,3
163,1,311.65,3,1,0,0,0,0,3,Low-Value Customers,3
17,7,4975.24,1,2,0,0,0,0,0,Regular Customers,1
124,2,462.66,1,2,0,0,0,0,3,Regular Customers,1
23,3,840.21,1,2,0,0,0,0,1,Regular Customers,1
68,1,415.2,1,2,0,0,0,0,3,Regular Customers,1
17,8,2552.21,1,2,0,0,0,0,1,Regular Customers,1
16,2,454.86,1,2,0,0,0,0,3,Regular Customers,1
17,4,1614.91,1,2,0,0,0,0,1,Regular Customers,1
161,2,588.22,3,1,0,0,0,0,3,Low-Value Customers,3
243,1,309.52,3,1,0,0,0,0,3,Low-Value Customers,3
219,1,134.7,3,1,0,0,0,0,3,Low-Value Customers,3
45,7,2166.98,1,2,0,0,0,0,1,Regular Customers,1
21,4,668.5600000000001,1,2,0,0,0,0,1,Regular Customers,1
127,8,889.9300000000001,1,2,-1,0,0,0,0,Regular Customers,1
39,1,108.98,1,2,0,0,0,0,3,Regular Customers,1
121,2,1021.58,1,2,0,0,0,0,3,Regular Customers,1
260,1,409.57,3,1,0,0,0,0,3,Low-Value Customers,3
10,1,133.5,1,2,0,0,0,0,3,Regular Customers,1
274,1,282.93,3,1,0,0,0,0,3,Low-Value Customers,3
165,1,51.0,3,1,0,0,0,0,3,Low-Value Customers,3
157,4,1078.96,3,1,0,0,0,0,0,Low-Value Customers,3
215,1,90.6,3,1,0,0,0,0,3,Low-Value Customers,3
6,2,163.62,1,2,0,0,0,0,3,Regular Customers,1
366,1,174.4,3,1,0,0,0,0,3,Low-Value Customers,3
80,2,701.23,1,2,0,0,0,0,3,Regular Customers,1
43,1,225.12,1,2,0,0,0,0,3,Regular Customers,1
19,3,912.18,1,2,0,0,0,0,1,Regular Customers,1
32,4,2118.03,1,2,0,0,0,0,1,Regular Customers,1
22,1,151.5,1,2,0,0,0,0,3,Regular Customers,1
109,8,3717.35,1,2,-1,0,0,0,0,Regular Customers,1
8,16,9227.82,0,2,0,0,0,0,0,High-Value Customers,0
320,1,155.0,3,1,0,0,0,0,3,Low-Value Customers,3
295,1,100.5,3,1,0,0,0,0,3,Low-Value Customers,3
358,1,76.55,3,1,0,0,0,0,3,Low-Value Customers,3
185,1,235.56,3,1,0,0,0,0,3,Low-Value Customers,3
191,2,617.05,3,1,0,0,0,0,3,Low-Value Customers,3
44,2,348.1,1,2,0,0,0,0,3,Regular Customers,1
52,1,202.68,1,2,0,0,0,0,3,Regular Customers,1
26,1,615.49,1,2,0,0,0,0,3,Regular Customers,1
38,3,1247.69,1,2,0,0,0,0,1,Regular Customers,1
9,3,202.11,1,2,0,0,0,0,1,Regular Customers,1
297,1,142.4,3,1,0,0,0,0,3,Low-Value Customers,3
33,3,1727.6,1,2,0,0,0,0,1,Regular Customers,1
10,8,3212.84,1,2,0,0,0,0,1,Regular Customers,1
65,2,1043.46,1,2,0,0,0,0,1,Regular Customers,1
10,9,4642.57,1,2,0,0,0,0,1,Regular Customers,1
218,1,67.95,3,1,0,0,0,0,3,Low-Value Customers,3
2,9,3479.91,1,2,0,0,0,0,1,Regular Customers,1
65,2,487.99,1,2,0,0,0,0,3,Regular Customers,1
3,19,2612.96,0,2,0,0,0,0,0,High-Value Customers,0
149,1,574.7,3,1,0,0,0,0,3,Low-Value Customers,3
4,13,4051.48,1,2,0,0,0,0,0,Regular Customers,1
130,4,1475.81,1,2,0,0,0,0,0,Regular Customers,1
34,6,1449.32,1,2,0,0,0,0,1,Regular Customers,1
119,1,156.75,1,2,0,0,0,0,3,Regular Customers,1
107,6,2157.73,1,2,0,0,0,0,1,Regular Customers,1
11,7,2599.03,1,2,0,0,0,0,1,Regular Customers,1
71,6,2059.4500000000003,1,2,0,0,0,0,1,Regular Customers,1
92,9,1100.27,1,2,0,0,0,0,0,Regular Customers,1
311,1,1063.0,3,1,0,0,0,0,3,Low-Value Customers,3
43,2,770.03,1,2,0,0,0,0,3,Regular Customers,1
362,1,121.05,3,1,0,0,0,0,3,Low-Value Customers,3
92,7,1496.98,1,2,0,0,0,0,1,Regular Customers,1
1,13,5855.57,0,2,0,0,0,0,0,High-Value Customers,0
22,2,490.22,1,2,0,0,0,0,3,Regular Customers,1
4,3,1937.25,1,2,0,0,0,0,1,Regular Customers,1
11,6,1051.79,1,2,0,0,0,0,1,Regular Customers,1
99,1,387.52,1,2,0,0,0,0,3,Regular Customers,1
57,2,813.11,1,2,0,0,0,0,3,Regular Customers,1
1,6,4263.64,1,2,0,0,0,0,1,Regular Customers,1
218,1,265.2,3,1,0,0,0,0,3,Low-Value Customers,3
18,1,322.08,1,2,0,0,0,0,3,Regular Customers,1
24,10,4481.67,1,2,0,0,0,0,1,Regular Customers,1
50,2,363.34,1,2,0,0,0,0,3,Regular Customers,1
7,5,1224.06,1,2,0,0,0,0,1,Regular Customers,1
303,1,470.36,3,1,0,0,0,0,3,Low-Value Customers,3
10,6,2248.5,1,2,0,0,0,0,1,Regular Customers,1
22,6,1372.8,1,2,0,0,0,0,1,Regular Customers,1
99,1,89.06,1,2,0,0,0,0,3,Regular Customers,1
366,1,63.0,3,1,0,0,0,0,3,Low-Value Customers,3
306,1,131.9,3,1,0,0,0,0,3,Low-Value Customers,3
320,1,2661.24,3,1,0,0,0,0,0,Low-Value Customers,3
8,5,2357.6800000000003,1,2,0,0,0,0,1,Regular Customers,1
1,4,1712.89,1,2,0,0,0,0,1,Regular Customers,1
205,2,1589.82,3,1,0,0,0,0,0,Low-Value Customers,3
54,4,1420.2,1,2,0,0,0,0,1,Regular Customers,1
1,4,1010.35,1,2,0,0,0,0,1,Regular Customers,1
19,5,1163.23,1,2,0,0,0,0,1,Regular Customers,1
9,2,375.35,1,2,0,0,0,0,3,Regular Customers,1
19,4,885.8,1,2,0,0,0,0,1,Regular Customers,1
181,3,483.25,3,1,0,0,0,0,3,Low-Value Customers,3
60,2,643.9,1,2,0,0,0,0,3,Regular Customers,1
11,2,259.05,1,2,0,0,0,0,3,Regular Customers,1
190,1,119.93,3,1,0,0,0,0,3,Low-Value Customers,3
5,9,3017.28,1,2,0,0,0,0,1,Regular Customers,1
311,1,113.64,3,1,0,0,0,0,3,Low-Value Customers,3
155,1,1837.92,3,1,0,0,0,0,0,Low-Value Customers,3
110,3,434.34,1,2,0,0,0,0,3,Regular Customers,1
148,3,2103.06,3,1,0,0,0,0,0,Low-Value Customers,3
66,11,1980.57,1,2,0,0,0,0,0,Regular Customers,1
98,3,529.62,1,2,0,0,0,0,3,Regular Customers,1
247,3,1038.44,3,1,0,0,0,0,3,Low-Value Customers,3
29,7,2272.4,1,2,0,0,0,0,1,Regular Customers,1
18,4,596.26,1,2,0,0,0,0,1,Regular Customers,1
